Business Name,Area,Category,Google Maps URL,Address,Phone,Website,Rating,Review Count,Plus Code,Hours,Error,_l2_gmaps_url,_l2_gmaps_error,_l2_homepage_title,_l2_homepage_description,_l2_homepage_emails,_l2_homepage_phones,_l2_homepage_linkedin,_l2_homepage_facebook,_l2_homepage_twitter,_l2_homepage_instagram,_l2_homepage_youtube,_l2_homepage_github,_l2_homepage_contact_url,_l2_homepage_about_url,_l2_homepage_careers_url,_l2_homepage_blog_url,_l2_homepage_tech_stack,_l2_homepage_founded_year,_l2_homepage_employee_count,_l2_homepage_headquarters,_l2_homepage_error,_l2_enriched_at,_firmographic_query,_firmographic_sources,_firmographic_errors,legal_name,registration_number,jurisdiction,incorporation_date,company_status,company_type,official_website,industry,sic_code,employee_count,headquarters,officers
Savitri Ashirvaad- Coworking spaces,Banjara Hills,coworking space,https://www.google.com/maps/place/Savitri+Ashirvaad-+Coworking+spaces/data=!4m7!3m6!1s0x3bcb9114b10a7047:0x52f0ea6f83b49849!8m2!3d17.425842!4d78.4452577!16s%2Fg%2F11rkl4p2xj!19sChIJR3AKsRSRyzsRSZi0g2_q8FI?authuser=0&hl=en&rclk=1,"Plot No. 3-A, Banjara Hills Rd Number 3, beside Times House, Green Valley, Banjara Hills, Hyderabad, Telangana 500034",,,5.0,1,"CCGW+84 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Savitri Ashirvaad- Coworking spaces,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Savitri+Ashirvaad-+Coworking+spaces&per_page=5,,,,,,,,,,,,
Oftog Business Solution Pvt. Ltd.,Banjara Hills,coworking space,https://www.google.com/maps/place/Oftog+Business+Solution+Pvt.+Ltd./data=!4m7!3m6!1s0x3bcb9701fab79d41:0x75b9e0ae161587e0!8m2!3d17.4097898!4d78.4507238!16s%2Fg%2F11ghzcsf5t!19sChIJQZ23-gGXyzsR4IcVFq7guXU?authuser=0&hl=en&rclk=1,"6-3-248/B/1, Dhruv Arcade Road Number 1 Banjara Hills Lane, Lane, opp. Kotak Bank, beside Le Benaka Building, Hyderabad, Telangana 500034",098765 44353,,4.0,101,"CF52+W7 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Oftog Business Solution Pvt. Ltd.,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Oftog+Business+Solution+Pvt.+Ltd.&per_page=5,,,,,,,,,,,,
Elite Work Hub,Banjara Hills,coworking space,https://www.google.com/maps/place/Elite+Work+Hub/data=!4m7!3m6!1s0x662e27b6a2a98ce9:0x61b430b3de94692!8m2!3d17.4141229!4d78.4488745!16s%2Fg%2F11w9v24x90!19sChIJ6YyporYnLmYRkkbpPQtDGwY?authuser=0&hl=en&rclk=1,"Level 1, am@10, MB Towers, Road No. 10, Avenue 4, Banjara Hills, Hyderabad, Telangana 500034",092461 83543,,4.5,2,"CC7X+JG Hyderabad, Telangana",· Opens 9:30 am; Wednesday 9:30 am–6:30 pm; Thursday 9:30 am–6:30 pm; Friday 9:30 am–6:30 pm; Saturday 9:30 am–1:30 pm; Monday 9:30 am–6:30 pm; Tuesday 9:30 am–6:30 pm,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Elite Work Hub,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Elite+Work+Hub&per_page=5,,,,,,,,,,,,
Awfis Taj Deccan,Banjara Hills,coworking space,https://www.google.com/maps/place/Awfis+Taj+Deccan/data=!4m7!3m6!1s0x3bcb973645bb6419:0xd8e1b89950a9d6b2!8m2!3d17.4180432!4d78.4505378!16s%2Fg%2F11g68yp7w8!19sChIJGWS7RTaXyzsRstapUJm44dg?authuser=0&hl=en&rclk=1,"E Floor, Taj Deccan, Hotel, Road No. 1, Balapur Basthi, Banjara Hills, Hyderabad, Telangana 500034",,,4.5,76,"CF92+66 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Awfis Taj Deccan,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Awfis+Taj+Deccan&per_page=5,,,,,,,,,,,,
Regus - Hyderabad Mid-Town,Banjara Hills,coworking space,https://www.google.com/maps/place/Regus+-+Hyderabad+Mid-Town/data=!4m7!3m6!1s0x3bcb97377328b6e1:0xa62df7e44b92b60!8m2!3d17.425647!4d78.4492869!16s%2Fg%2F1tf7ql89!19sChIJ4bYoczeXyzsRYCu5RH7fYgo?authuser=0&hl=en&rclk=1,"Midtown Building, Road No. 1, opp. Jalgam Vengal Rao Park, Mothi Nagar, Dwarakapuri, Banjara Hills, Hyderabad, Telangana 500034",,,4.1,202,"CCGX+7P Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Regus - Hyderabad Mid-Town,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Regus+-+Hyderabad+Mid-Town&per_page=5,,,,,,,,,,,,
Oftog,Banjara Hills,coworking space,https://www.google.com/maps/place/Oftog/data=!4m7!3m6!1s0x3bcb973ff451e227:0x7638db7c796f0249!8m2!3d17.4274802!4d78.4379168!16s%2Fg%2F11j1hy_ymk!19sChIJJ-JR9D-XyzsRSQJveXzbOHY?authuser=0&hl=en&rclk=1,"1, Banjara Hills Rd Number 3, Sagar Society, Sri Nagar Colony, Aurora Colony, Banjara Hills, Hyderabad, Telangana 500082",,,5.0,1,"CCGQ+X5 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Oftog,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Oftog&per_page=5,,,,,,,,,,,,
SRI BUSINESS CENTER,Banjara Hills,business center,https://www.google.com/maps/place/SRI+BUSINESS+CENTER/data=!4m7!3m6!1s0x3bcb971da4d16175:0x45444ead40090518!8m2!3d17.4104442!4d78.4505827!16s%2Fg%2F11h0hjk8cy!19sChIJdWHRpB2XyzsRGAUJQK1OREU?authuser=0&hl=en&rclk=1,"CF62+56G, Road No 1, Prem Nagar, Banjara Hills, Hyderabad, Telangana 500034",,,3.9,12,"CF62+56G, Road No 1, Prem Nagar, Banjara Hills, Hyderabad, Telangana 500034",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,SRI BUSINESS CENTER,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=SRI+BUSINESS+CENTER&per_page=5,,,,,,,,,,,,
Spaces & More Business Park @ Banjara Hills # 1,Banjara Hills,business center,https://www.google.com/maps/place/Spaces+%26+More+Business+Park+@+Banjara+Hills+%23+1/data=!4m7!3m6!1s0x3bcb912ca511235b:0x2a590aeea87561f8!8m2!3d17.425322!4d78.423491!16s%2Fg%2F11dxlb_c4r!19sChIJWyMRpSyRyzsR-GF1qO4KWSo?authuser=0&hl=en&rclk=1,"8-2-269/A, Road No. 2, Aurora Colony, Banjara Hills, Hyderabad, Telangana 500034",,,4.4,8,"CCGF+49 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Spaces & More Business Park @ Banjara Hills # 1,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Spaces+%26+More+Business+Park+%40+Banjara+Hills+%23+1&per_page=5,,,,,,,,,,,,
Vamsiram Jyothi Valencia,Banjara Hills,business center,https://www.google.com/maps/place/Vamsiram+Jyothi+Valencia/data=!4m7!3m6!1s0x3bcb916e70180757:0x80512a8e8041ddb6!8m2!3d17.4249813!4d78.4343818!16s%2Fg%2F11mq9xjs_8!19sChIJVwcYcG6RyzsRtt1BgI4qUYA?authuser=0&hl=en&rclk=1,"117, Andhra Pradesh Real Estate, Green Valley, Banjara Hills, Hyderabad, Telangana 500034",098495 58979,,4.3,305,"CCFM+XQ Hyderabad, Telangana",· Opens 9:30 am; Wednesday 9:30 am–6:30 pm; Thursday 9:30 am–6:30 pm; Friday 9:30 am–6:30 pm; Saturday 9:30 am–6:30 pm; Monday 9:30 am–6:30 pm; Tuesday 9:30 am–6:30 pm; · Opens 10:30 am,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Vamsiram Jyothi Valencia,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Vamsiram+Jyothi+Valencia&per_page=5,,,,,,,,,,,,
Keerthi & Pride Towers,Banjara Hills,business center,https://www.google.com/maps/place/Keerthi+%26+Pride+Towers/data=!4m7!3m6!1s0x3bcb972ad1853653:0x9e908b7fe660271d!8m2!3d17.4244326!4d78.4319902!16s%2Fg%2F11dzsxnhzc!19sChIJUzaF0SqXyzsRHSdg5n-LkJ4?authuser=0&hl=en&rclk=1,"-8-2-120/77/5, 1st Floor, H. No, Road No. 2, BNR Colony, Venkat Nagar, Banjara Hills, Hyderabad, Telangana 500034",,,4.2,66,"CCFJ+QQ Hyderabad, Telangana",· Opens 11:30 am,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Keerthi & Pride Towers,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Keerthi+%26+Pride+Towers&per_page=5,,,,,,,,,,,,
MIHIR,Banjara Hills,business center,https://www.google.com/maps/place/MIHIR/data=!4m7!3m6!1s0x3bcb97332b0b764d:0xa2848152f4c7d560!8m2!3d17.4255049!4d78.4442376!16s%2Fg%2F11r9p1rry!19sChIJTXYLKzOXyzsRYNXH9FKBhKI?authuser=0&hl=en&rclk=1,"No. 8, 2-350/5/A/24/1B, Rd Number 2, Panchavati Society Colony, Devera Konda Basti, Green Valley, Banjara Hills, Hyderabad, Telangana 500034",,,4.2,127,"CCGV+6M Hyderabad, Telangana",· Opens 9:30 am; · Opens 9:30 am; · Opens 9:30 am,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,MIHIR,Wikidata,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=MIHIR&per_page=5,Mihira Bhoja,,,,,,,,,,,
GAR Laxmi Cyber Center,Banjara Hills,business center,https://www.google.com/maps/place/GAR+Laxmi+Cyber+Center/data=!4m7!3m6!1s0x3bcb97235bd1f171:0xfc9c8c20be1f0a9f!8m2!3d17.4076668!4d78.4401704!16s%2Fg%2F1tlgwdt9!19sChIJcfHRWyOXyzsRnwofviCMnPw?authuser=0&hl=en&rclk=1,"Fortune Enclave, Sri Ram Nagar Colony, Banjara Hills, Hyderabad, Telangana 500028",,,3.9,142,"CC5R+33 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,GAR Laxmi Cyber Center,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=GAR+Laxmi+Cyber+Center&per_page=5,,,,,,,,,,,,
Bhub - Banquet space Banjara Hills,Banjara Hills,business center,https://www.google.com/maps/place/Bhub+-+Banquet+space+Banjara+Hills/data=!4m7!3m6!1s0x3bcb90d4a844e3bf:0xe4dfb78c08951735!8m2!3d17.4259924!4d78.4353843!16s%2Fg%2F11fxcsvhz1!19sChIJv-NEqNSQyzsRNReVCIy33-Q?authuser=0&hl=en&rclk=1,"Lumbini Jewel Mall, Road No. 2, Venkateshwara Nagar, Aurora Colony, Banjara Hills, Hyderabad, Telangana 500034",077320 60606,https://bhub.co.in,4.3,182,"CCGP+95 Hyderabad, Telangana",,,,,Meeting Rooms in Hyderabad | Book Meeting Rooms for Rent | Bhub,"Book our meeting rooms for rent in Hyderabad at your fingertips,You can use our Professional meeting rooms for rent in Hyderabad by the hour, half day or full day.",booking@bhub.co.in,+91 7732060606,,,,,,,https://bhub.co.in/contact-us,https://bhub.co.in/about-us,,https://bhub.co.in/blog,WordPress,,,,,2026-07-01T01:42:59.454149,Bhub - Banquet space Banjara Hills,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Bhub+-+Banquet+space+Banjara+Hills&per_page=5,,,,,,,,,,,,
Teetos Business Centre,Banjara Hills,business center,https://www.google.com/maps/place/Teetos+Business+Centre/data=!4m7!3m6!1s0x3bcb90cb160b57fd:0xe15de15f2aaa2d27!8m2!3d17.4273332!4d78.4485731!16s%2Fg%2F11c1xq6xl9!19sChIJ_VcLFsuQyzsRJy2qKl_hXeE?authuser=0&hl=en&rclk=1,"3rd & 4th floor, Shri Prashanthi Sai Towers, 68, Nagarjuna Hills Rd, Mothi Nagar, Nagarjuna Hills, Punjagutta, Hyderabad, Telangana 500082",,,4.0,49,"CCGX+WC Hyderabad, Telangana",· Opens 9:30 am,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Teetos Business Centre,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Teetos+Business+Centre&per_page=5,,,,,,,,,,,,
North East Business Center,Banjara Hills,business center,https://www.google.com/maps/place/North+East+Business+Center/data=!4m7!3m6!1s0x3bcb9724acafc2f9:0x233141bc817b7635!8m2!3d17.4171213!4d78.4569103!16s%2Fg%2F11ycc2kc3y!19sChIJ-cKvrCSXyzsRNXZ7gbxBMSM?authuser=0&hl=en&rclk=1,"Federal Bank North East Building, Irram Manzil Colony, Khairtabad, Hyderabad, Telangana 500082",063006 26876,https://nebc.co.in,4.5,8,"CF84+RQ Hyderabad, Telangana",Wednesday 9 am–7:30 pm; Thursday 9 am–7:30 pm; Friday 9 am–7:30 pm; Saturday 9 am–7:30 pm; Monday 9 am–7:30 pm; Tuesday 9 am–7:30 pm,,,,NEBC,"From coworking desks to private offices, NEBC offers flexible workspaces designed to match your needs.",nebc2024@gmail.com,+91 6300626876; +916300626876,,,,,https://www.youtube.com/@NorthEastBusinessCenter,,https://nebc.co.in/contact.html,https://nebc.co.in/about.html,,,,,,,,2026-07-01T01:42:59.454149,North East Business Center,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=North+East+Business+Center&per_page=5,,,,,,,,,,,,
EPPL,Banjara Hills,business center,https://www.google.com/maps/place/EPPL/data=!4m7!3m6!1s0x3bcb9744cc4b676d:0xbb1744fc2a8d8406!8m2!3d17.4187845!4d78.4346544!16s%2Fg%2F11gy7wk92x!19sChIJbWdLzESXyzsRBoSNKvxEF7s?authuser=0&hl=en&rclk=1,"8-2-311/A, Resham Bagh, Banjara Hills, Hyderabad, Telangana 500034",,https://eppl.co.in,3.9,52,"CC9M+GV Hyderabad, Telangana",,,,,.: EPPL :.,"Does making a difference in this very evolving world motivate you? Are you selfless and driven to be a part of a bigger purpose in the Media and Entertainment business? And, are hope and strength of character attributes which will guide your zeal to make a difference in a media world?",,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,EPPL,Wikidata,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=EPPL&per_page=5,Eppleby,,United Kingdom,,,,,,,,,
Banjara Springs,Banjara Hills,apartments,https://www.google.com/maps/place/Banjara+Springs/data=!4m7!3m6!1s0x3bcb972ebe69d233:0xcf721c77fd01c33d!8m2!3d17.4183022!4d78.4366164!16s%2Fg%2F11f_b_hpln!19sChIJM9Jpvi6XyzsRPcMB_Xcccs8?authuser=0&hl=en&rclk=1,"8-2-603, B/4&5, Road No. 10, IAS Officers Quaters, Nandi Nagar, Banjara Hills, Hyderabad, Telangana 500034",,,4.5,47,"CC9P+8J Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Banjara Springs,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Banjara+Springs&per_page=5,,,,,,,,,,,,
Vishnu Blue Lotus Apartments,Banjara Hills,apartments,https://www.google.com/maps/place/Vishnu+Blue+Lotus+Apartments/data=!4m7!3m6!1s0x3bcb972ce102a3df:0x3b3bc5f9c55353c6!8m2!3d17.4238052!4d78.4381351!16s%2Fg%2F1pp2wwwwm!19sChIJ36MC4SyXyzsRxlNTxfnFOzs?authuser=0&hl=en&rclk=1,"8-2-332/1/A/1to4, Rd Number 3, Banjara Hills, Hyderabad, Telangana 500034",,,4.4,74,"CCFQ+G7 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Vishnu Blue Lotus Apartments,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Vishnu+Blue+Lotus+Apartments&per_page=5,,,,,,,,,,,,
"Aptly Premium Serviced Apartments, Banjara Hills (A brand unit of Skyla)",Banjara Hills,apartments,"https://www.google.com/maps/place/Aptly+Premium+Serviced+Apartments,+Banjara+Hills+%28A+brand+unit+of+Skyla%29/data=!4m7!3m6!1s0x3bcb978625f7c57d:0xd2f870afc7461d0c!8m2!3d17.4126171!4d78.4440857!16s%2Fg%2F11gt94ymmc!19sChIJfcX3JYaXyzsRDB1Gx69w-NI?authuser=0&hl=en&rclk=1","8-2616/3e, B/1, Rd Number 11, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500034",099856 12828,,4.7,"1,451","CC7V+2J Hyderabad, Telangana",,,"https://www.google.com/maps/place/Aptly+Premium+Serviced+Apartments,+Banjara+Hills+%28A+brand+unit+of+Skyla%29/data=!4m7!3m6!1s0x3bcb978625f7c57d:0xd2f870afc7461d0c!8m2!3d17.4126171!4d78.4440857!16s%2Fg%2F11gt94ymmc!19sChIJfcX3JYaXyzsRDB1Gx69w-NI?authuser=0&hl=en&rclk=1",,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,"Aptly Premium Serviced Apartments, Banjara Hills (A brand unit of Skyla)",,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Aptly+Premium+Serviced+Apartments%2C+Banjara+Hills+%28A+brand+unit+of+Skyla%29&per_page=5,,,,,,,,,,,,
Fortune One,Banjara Hills,apartments,https://www.google.com/maps/place/Fortune+One/data=!4m7!3m6!1s0x3bcb9795a08d3f19:0x71aa60d89fd61793!8m2!3d17.412079!4d78.4311912!16s%2Fg%2F11h3tglvgl!19sChIJGT-NoJWXyzsRkxfWn9hgqnE?authuser=0&hl=en&rclk=1,"Road No. 12, Anand Banjara Colony, Banjara Hills, Hyderabad, Telangana 500034",,,4.5,172,"CC6J+RF Hyderabad, Telangana",Wednesday 10 am–6:30 pm; Thursday 10 am–6:30 pm; Friday 10 am–6:30 pm; Saturday 10 am–6:30 pm; Monday 10 am–6:30 pm; Tuesday 10 am–6:30 pm,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Fortune One,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Fortune+One&per_page=5,,,,,,,,,,,,
Rockville Luxury Apartments,Banjara Hills,apartments,https://www.google.com/maps/place/Rockville+Luxury+Apartments/data=!4m7!3m6!1s0x3bcb97321643e629:0x399175355e79de23!8m2!3d17.4208396!4d78.4423741!16s%2Fg%2F11b6d4d3yh!19sChIJKeZDFjKXyzsRI955XjV1kTk?authuser=0&hl=en&rclk=1,"CCCR+8WQ, Road No 4, Zahara Nagar, Banjara Hills, Hyderabad, Telangana 500034",,,4.3,84,"CCCR+8WQ, Road No 4, Zahara Nagar, Banjara Hills, Hyderabad, Telangana 500034",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Rockville Luxury Apartments,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Rockville+Luxury+Apartments&per_page=5,,,,,,,,,,,,
THE DOWN TOWN APARTMENT,Banjara Hills,apartments,https://www.google.com/maps/place/THE+DOWN+TOWN+APARTMENT/data=!4m7!3m6!1s0x3bcb9758402abe87:0x3357e0f5637033b8!8m2!3d17.4234429!4d78.4451775!16s%2Fg%2F11fhz1j2pb!19sChIJh74qQFiXyzsRuDNwY_XgVzM?authuser=0&hl=en&rclk=1,"CCFW+93F, Masjid e Bilal Rd, Green Valley, Banjara Hills, Hyderabad, Telangana 500034",,,4.5,10,"CCFW+93F, Masjid e Bilal Rd, Green Valley, Banjara Hills, Hyderabad, Telangana 500034",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,THE DOWN TOWN APARTMENT,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=THE+DOWN+TOWN+APARTMENT&per_page=5,,,,,,,,,,,,
Jyothi Nest,Banjara Hills,apartments,https://www.google.com/maps/place/Jyothi+Nest/data=!4m7!3m6!1s0x3bcb972b56d7c227:0xf0762f1e3f0198f!8m2!3d17.424488!4d78.4352408!16s%2Fg%2F11cs61kb61!19sChIJJ8LXViuXyzsRjxnw4_FiBw8?authuser=0&hl=en&rclk=1,"Real Estate, Road No. 2, Andhra Pradesh Real Estate, Green Valley, Banjara Hills, Hyderabad, Telangana 500034",,,4.5,91,"CCFP+Q3 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Jyothi Nest,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Jyothi+Nest&per_page=5,,,,,,,,,,,,
Banjara View Apartment,Banjara Hills,apartments,https://www.google.com/maps/place/Banjara+View+Apartment/data=!4m7!3m6!1s0x3bcb973e90f66bfb:0xafa26e55e703b464!8m2!3d17.4063192!4d78.4476192!16s%2Fg%2F11bz0dlj1b!19sChIJ-2v2kD6XyzsRZLQD51Vuoq8?authuser=0&hl=en&rclk=1,"Banjaraview Apartment, 64, Road No. 12, adj. to Ducati Showroom, Bhola Nagar, Banjara Hills, Hyderabad, Telangana 500028",,,3.9,18,"CC4X+G2 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Banjara View Apartment,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Banjara+View+Apartment&per_page=5,,,,,,,,,,,,
The Address Apartments,Banjara Hills,apartments,https://www.google.com/maps/place/The+Address+Apartments/data=!4m7!3m6!1s0x3bcb972d804d545d:0x2a5ed06b7eb8e93a!8m2!3d17.4212424!4d78.4406451!16s%2Fg%2F11cllm6n_w!19sChIJXVRNgC2XyzsROum4fmvQXio?authuser=0&hl=en&rclk=1,"8-2616/3e, B/1, Rd Number 11, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500034",099856 12828,,4.7,"1,451","CC7V+2J Hyderabad, Telangana",,,"https://www.google.com/maps/place/Aptly+Premium+Serviced+Apartments,+Banjara+Hills+%28A+brand+unit+of+Skyla%29/data=!4m7!3m6!1s0x3bcb978625f7c57d:0xd2f870afc7461d0c!8m2!3d17.4126171!4d78.4440857!16s%2Fg%2F11gt94ymmc!19sChIJfcX3JYaXyzsRDB1Gx69w-NI?authuser=0&hl=en&rclk=1",,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,The Address Apartments,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=The+Address+Apartments&per_page=5,,,,,,,,,,,,
Buckingham Apartment,Banjara Hills,apartments,https://www.google.com/maps/place/Buckingham+Apartment/data=!4m7!3m6!1s0x3bcb973c425953f5:0x25b575855180c2ca!8m2!3d17.4065921!4d78.4450536!16s%2Fg%2F1tvw3d16!19sChIJ9VNZQjyXyzsRysKAUYV1tSU?authuser=0&hl=en&rclk=1,"Buckingham Apartment, Road No. 12, Bhola Nagar, Banjara Hills, Hyderabad, Telangana 500028",,,4.0,77,"CC4W+J2 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Buckingham Apartment,Wikidata,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Buckingham+Apartment&per_page=5,Buckingham Apartments,,United States,,,,,,,,,
Blueberry Premium Serviced Apartments Banjara Hills Hyderabad,Banjara Hills,apartments,https://www.google.com/maps/place/Blueberry+Premium+Serviced+Apartments+Banjara+Hills+Hyderabad/data=!4m7!3m6!1s0x3bcb97481b2eac5d:0x724c2b4cab864ef3!8m2!3d17.4151796!4d78.4530756!16s%2Fg%2F119tjlbp5!19sChIJXawuG0iXyzsR806Gq0wrTHI?authuser=0&hl=en&rclk=1,"6-3-596/23/1, 5th Cross Rd, Banjara Hills Rd Number 1, near Cream Stone, near City Center Mall, venkat ramana colony, Telangana 500004",096526 22072,,4.1,437,"CF83+36 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Blueberry Premium Serviced Apartments Banjara Hills Hyderabad,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Blueberry+Premium+Serviced+Apartments+Banjara+Hills+Hyderabad&per_page=5,,,,,,,,,,,,
Sarada Apartments 2,Banjara Hills,apartments,https://www.google.com/maps/place/Sarada+Apartments+2/data=!4m7!3m6!1s0x3bcb973801c7004b:0xec40dfbafb83ebd4!8m2!3d17.4143027!4d78.4522877!16s%2Fg%2F11cly6y8p5!19sChIJSwDHATiXyzsR1OuD-7rfQOw?authuser=0&hl=en&rclk=1,"Flat No 101, Sarada Apartment 2, Banjara Hills Rd Number 1, Venkatramana Colony, Naveen Nagar, Banjara Hills, Hyderabad, Telangana 500034",,,4.2,57,"CF72+PW Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Sarada Apartments 2,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Sarada+Apartments+2&per_page=5,,,,,,,,,,,,
Mount Kailash Apartments,Banjara Hills,apartments,https://www.google.com/maps/place/Mount+Kailash+Apartments/data=!4m7!3m6!1s0x3bcb972df2456e23:0xa5b1df159f2e70bc!8m2!3d17.4208306!4d78.4403313!16s%2Fg%2F11b6jk77_t!19sChIJI25F8i2XyzsRvHAunxXfsaU?authuser=0&hl=en&rclk=1,"mount kailash, Road No 4, Resham Bagh, Banjara Hills, Hyderabad, Telangana 500034",,,4.1,48,"CCCR+84 Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,Mount Kailash Apartments,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=Mount+Kailash+Apartments&per_page=5,,,,,,,,,,,,
R R Next Serviced Apartment Banjara hills,Banjara Hills,apartments,https://www.google.com/maps/place/R+R+Next+Serviced+Apartment+Banjara+hills/data=!4m7!3m6!1s0x3bcb9739b7431c73:0x97dd6295d3f022b4!8m2!3d17.4124485!4d78.4488221!16s%2Fg%2F11g9qhm23j!19sChIJcxxDtzmXyzsRtCLw05Vi3Zc?authuser=0&hl=en&rclk=1,"H.No.8, CASA SHAILA APARTMENT, 2-618/6/A/Z, Rd Number 11, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500034",090323 66027,,5.0,26,"CC6X+XG Hyderabad, Telangana",,,,,,,,,,,,,,,,,,,,,,,,2026-07-01T01:42:59.454149,R R Next Serviced Apartment Banjara hills,,OpenCorporates:401 Client Error: Unauthorized for url: https://api.opencorporates.com/v0.4/companies/search?q=R+R+Next+Serviced+Apartment+Banjara+hills&per_page=5,,,,,,,,,,,,
